Chromosome Name	Strand	Ensembl Transcript ID	Ensembl Transcript ID	Transcript Start (bp)	Transcript End (bp)
2	1	ENST00000397226	ENST00000397226	37277170	37283339
2	1	ENST00000402297	ENST00000402297	37277135	37285388
2	1	ENST00000406711	ENST00000406711	37277152	37284142
2	1	ENST00000397064	ENST00000397064	37277135	37294372
9	1	ENST00000339026	ENST00000339026	41506054	41511999
16	1	ENST00000321998	ENST00000321998	18986428	18998851
17	1	ENST00000225609	ENST00000225609	16061234	16170286
17	1	ENST00000395844	ENST00000395844	16061249	16170106
9	-1	ENST00000377618	ENST00000377618	41578823	41599544
9	-1	ENST00000356041	ENST00000356041	41579639	41592199
12	-1	ENST00000395805	ENST00000395805	30754541	30798512
12	-1	ENST00000308433	ENST00000308433	30753755	30798715
12	-1	ENST00000298892	ENST00000298892	30753755	30798715
12	-1	ENST00000251071	ENST00000251071	30753755	30798715
5	1	ENST00000255192	ENST00000255192	78401339	78421029
7	1	ENST00000258780	ENST00000258780	44050830	44067838
7	1	ENST00000389369	ENST00000389369	44050856	44067782
2	-1	ENST00000260637	ENST00000260637	37248467	37269194
2	-1	ENST00000407963	ENST00000407963	37248582	37277245
2	-1	ENST00000379149	ENST00000379149	37248467	37269194
4	1	ENST00000265403	ENST00000265403	69716302	69731503
13	-1	ENST00000397618	ENST00000397618	95435505	95503638
13	-1	ENST00000376714	ENST00000376714	95433824	95503638
13	-1	ENST00000376723	ENST00000376723	95251839	95337574
13	-1	ENST00000376722	ENST00000376722	95282959	95503638
13	-1	ENST00000376712	ENST00000376712	95435505	95503638
13	-1	ENST00000376747	ENST00000376747	95251839	95503638
5	-1	ENST00000399189	ENST00000399189	78331972	78332609
14	1	ENST00000395168	ENST00000395168	57836326	57908765
14	1	ENST00000355431	ENST00000355431	57834975	57910201
14	1	ENST00000348476	ENST00000348476	57834975	57910201
3	1	ENST00000292303	ENST00000292303	46387441	46392700
3	1	ENST00000343801	ENST00000343801	46386637	46392677
7	1	ENST00000258704	ENST00000258704	44007013	44016247
1	1	ENST00000391369	ENST00000391369	32151761	32153332
1	1	ENST00000307714	ENST00000307714	32252078	32282059
1	1	ENST00000327300	ENST00000327300	32252078	32282059
1	1	ENST00000355201	ENST00000355201	32252184	32282059
9	1	ENST00000356952	ENST00000356952	41490679	41496925
9	1	ENST00000399657	ENST00000399657	41477052	41496925
9	1	ENST00000377621	ENST00000377621	41490679	41496925
20	1	ENST00000342427	ENST00000342427	31783124	31843736
20	1	ENST00000375200	ENST00000375200	31783124	31843736
20	1	ENST00000375196	ENST00000375196	31783124	31843736
4	-1	ENST00000339286	ENST00000339286	69546933	69570979
4	-1	ENST00000309229	ENST00000309229	69546933	69570979
8	1	ENST00000022615	ENST00000022615	42368547	42382568
12	-1	ENST00000256079	ENST00000256079	30673190	30740018
22	-1	ENST00000358424	ENST00000358424	35051070	35113859
22	-1	ENST00000337818	ENST00000337818	35010119	35113958
22	-1	ENST00000401701	ENST00000401701	35051024	35091103
22	-1	ENST00000397231	ENST00000397231	35007273	35113958
22	-1	ENST00000216181	ENST00000216181	35007273	35113958
3	1	ENST00000292301	ENST00000292301	46370364	46377427
16	1	ENST00000304381	ENST00000304381	18902828	18982000
9	-1	ENST00000377622	ENST00000377622	41311107	41317364
18	1	ENST00000397782	ENST00000397782	75540789	75599933
18	1	ENST00000075430	ENST00000075430	75540789	75615495
18	1	ENST00000299543	ENST00000299543	75540789	75615495
11	1	ENST00000227157	ENST00000227157	18372687	18385969
11	1	ENST00000396222	ENST00000396222	18372709	18386341
11	1	ENST00000379412	ENST00000379412	18372688	18385499
5	-1	ENST00000380311	ENST00000380311	78353186	78401205
5	-1	ENST00000255189	ENST00000255189	78329186	78401205
X	1	ENST00000361988	ENST00000361988	48252307	48264359
X	1	ENST00000355961	ENST00000355961	48252315	48264146
X	1	ENST00000359882	ENST00000359882	48252315	48264146
X	1	ENST00000406060	ENST00000406060	48253153	48264107
X	1	ENST00000355092	ENST00000355092	48253116	48264146
X	1	ENST00000326194	ENST00000326194	48253116	48264146
X	1	ENST00000367574	ENST00000367574	48253153	48264107
13	1	ENST00000360638	ENST00000360638	95127394	95193200
13	1	ENST00000376795	ENST00000376795	95127394	95241598
6	-1	ENST00000355337	ENST00000355337	132071517	132073028
4	1	ENST00000226272	ENST00000226272	69465108	69515259
19	-1	ENST00000264828	ENST00000264828	9931237	9982147
8	-1	ENST00000220812	ENST00000220812	42350744	42353832
9	1	ENST00000377629	ENST00000377629	40705662	40712679
9	1	ENST00000355345	ENST00000355345	40705849	40706325
19	-1	ENST00000264833	ENST00000264833	9825438	9908228
14	1	ENST00000216455	ENST00000216455	57781346	57808477
9	-1	ENST00000377626	ENST00000377626	40761402	40782112
20	-1	ENST00000409299	ENST00000409299	31758956	31771777
20	-1	ENST00000344022	ENST00000344022	31754209	31771797
20	-1	ENST00000217398	ENST00000217398	31754209	31771797
7	-1	ENST00000333432	ENST00000333432	43994248	44025296
7	-1	ENST00000242224	ENST00000242224	44006126	44025296
7	-1	ENST00000340125	ENST00000340125	44019008	44025294
7	-1	ENST00000306744	ENST00000306744	44019686	44025296
4	-1	ENST00000338206	ENST00000338206	69194911	69218969
1	-1	ENST00000344035	ENST00000344035	32146380	32176575
1	-1	ENST00000356536	ENST00000356536	32146380	32176575
7	-1	ENST00000398980	ENST00000398980	43967711	43979449
2	-1	ENST00000379156	ENST00000379156	37179857	37237694
2	-1	ENST00000395127	ENST00000395127	37187203	37237572
2	-1	ENST00000390013	ENST00000390013	37222282	37237712
2	-1	ENST00000405334	ENST00000405334	37187920	37228453
2	-1	ENST00000343510	ENST00000343510	37187205	37405184
2	-1	ENST00000233057	ENST00000233057	37187205	37405184
9	1	ENST00000356699	ENST00000356699	40690291	40696537
9	1	ENST00000276978	ENST00000276978	40690291	40696540
5	-1	ENST00000264914	ENST00000264914	78108795	78318113
5	-1	ENST00000396151	ENST00000396151	78147090	78317522
5	-1	ENST00000341088	ENST00000341088	78111976	78317522
3	1	ENST00000357422	ENST00000357422	46227186	46283103
3	1	ENST00000395942	ENST00000395942	46258692	46283166
3	1	ENST00000395940	ENST00000395940	46258692	46283166
10	-1	ENST00000374814	ENST00000374814	33578355	33663576
10	-1	ENST00000374816	ENST00000374816	33535121	33663839
10	-1	ENST00000374818	ENST00000374818	33529952	33663316
10	-1	ENST00000374822	ENST00000374822	33526560	33663576
10	-1	ENST00000374828	ENST00000374828	33523647	33663576
10	-1	ENST00000374823	ENST00000374823	33524428	33663576
10	-1	ENST00000374821	ENST00000374821	33526560	33663576
10	-1	ENST00000395995	ENST00000395995	33509010	33663316
10	-1	ENST00000374867	ENST00000374867	33506440	33663839
10	-1	ENST00000265371	ENST00000265371	33506426	33665196
10	-1	ENST00000374875	ENST00000374875	33506426	33663570
10	-1	ENST00000374833	ENST00000374833	33506440	33663839
11	1	ENST00000265963	ENST00000265963	18300719	18345152
19	1	ENST00000380889	ENST00000380889	9820771	9821358
19	1	ENST00000247970	ENST00000247970	9806999	9821358
12	-1	ENST00000381224	ENST00000381224	29580331	29828959
12	-1	ENST00000256062	ENST00000256062	29545024	29828959
12	-1	ENST00000319685	ENST00000319685	29550185	29710468
4	-1	ENST00000317746	ENST00000317746	69085500	69116840
20	1	ENST00000330271	ENST00000330271	31717965	31719992
9	1	ENST00000333554	ENST00000333554	40297346	40329528
20	-1	ENST00000402461	ENST00000402461	31727150	31737854
20	-1	ENST00000343380	ENST00000343380	31727150	31737854
6	-1	ENST00000367986	ENST00000367986	132188814	132189080
3	-1	ENST00000296140	ENST00000296140	46218204	46224836
9	1	ENST00000377642	ENST00000377642	39874975	39881210
7	1	ENST00000222402	ENST00000222402	43932572	43959688
1	-1	ENST00000373648	ENST00000373648	32028612	32054167
1	-1	ENST00000360482	ENST00000360482	32028612	32054167
1	-1	ENST00000257100	ENST00000257100	32028610	32054210
1	-1	ENST00000294514	ENST00000294514	32028620	32036851
X	1	ENST00000019019	ENST00000019019	48219493	48229696
X	1	ENST00000348411	ENST00000348411	48219493	48229696
X	1	ENST00000396894	ENST00000396894	48219587	48229635
5	-1	ENST00000380345	ENST00000380345	77816796	77980404
5	-1	ENST00000274345	ENST00000274345	77816810	77841979
7	1	ENST00000407344	ENST00000407344	20588220	20589354
12	-1	ENST00000318184	ENST00000318184	29471771	29541886
17	-1	ENST00000395849	ENST00000395849	15875443	16038678
17	-1	ENST00000395851	ENST00000395851	15875443	16038652
17	-1	ENST00000395857	ENST00000395857	15875984	16059570
17	-1	ENST00000395848	ENST00000395848	15935603	16038678
17	-1	ENST00000395846	ENST00000395846	15952281	16059570
17	-1	ENST00000268712	ENST00000268712	15875984	16059570
13	-1	ENST00000376825	ENST00000376825	95068225	95092332
13	-1	ENST00000347108	ENST00000347108	95028458	95093518
13	-1	ENST00000361396	ENST00000361396	95031372	95094945
13	-1	ENST00000376829	ENST00000376829	95032207	95094958
13	-1	ENST00000361156	ENST00000361156	95028458	95093518
8	1	ENST00000265421	ENST00000265421	42315166	42348482
2	1	ENST00000409774	ENST00000409774	37165098	37179891
2	1	ENST00000281932	ENST00000281932	37165165	37177206
2	1	ENST00000379184	ENST00000379184	37170510	37177206
2	1	ENST00000379187	ENST00000379187	37165165	37177021
9	-1	ENST00000266116	ENST00000266116	39433814	39437188
9	-1	ENST00000377644	ENST00000377644	39433804	39454526
19	1	ENST00000393848	ENST00000393848	9799612	9801791
19	1	ENST00000358666	ENST00000358666	9799568	9801797
4	1	ENST00000305363	ENST00000305363	68995762	69045917
20	1	ENST00000375222	ENST00000375222	31713751	31715382
4	1	ENST00000396160	ENST00000396160	68924567	68924964
14	1	ENST00000254286	ENST00000254286	57736586	57772104
22	1	ENST00000397278	ENST00000397278	34979070	34993523
22	1	ENST00000319136	ENST00000319136	34979070	34993523
22	1	ENST00000397279	ENST00000397279	34979955	34993234
3	-1	ENST00000395946	ENST00000395946	46037295	46043983
3	-1	ENST00000309285	ENST00000309285	46037295	46043983
18	1	ENST00000397790	ENST00000397790	75256760	75390310
18	1	ENST00000318065	ENST00000318065	75256760	75390310
18	1	ENST00000329101	ENST00000329101	75261314	75390310
18	1	ENST00000397794	ENST00000397794	75271076	75390310
18	1	ENST00000253506	ENST00000253506	75256760	75390310
19	-1	ENST00000247977	ENST00000247977	9781947	9790731
9	1	ENST00000377647	ENST00000377647	39345699	39351959
15	1	ENST00000299638	ENST00000299638	55786193	55797044
15	1	ENST00000380563	ENST00000380563	55671523	55815085
15	1	ENST00000380565	ENST00000380565	55671406	55764854
15	1	ENST00000380557	ENST00000380557	55786215	55797044
15	1	ENST00000267853	ENST00000267853	55671406	55764852
15	1	ENST00000380569	ENST00000380569	55671406	55797044
15	1	ENST00000396186	ENST00000396186	55671523	55794235
15	1	ENST00000396180	ENST00000396180	55671406	55763988
15	1	ENST00000380560	ENST00000380560	55671406	55763988
15	1	ENST00000380561	ENST00000380561	55671406	55785544
15	1	ENST00000380568	ENST00000380568	55671406	55797044
1	-1	ENST00000388309	ENST00000388309	74960708	74960804
19	-1	ENST00000397902	ENST00000397902	9729151	9740410
5	1	ENST00000320280	ENST00000320280	77789373	77809524
5	1	ENST00000399194	ENST00000399194	77717818	77812318
5	1	ENST00000339292	ENST00000339292	77692163	77809524
3	1	ENST00000304552	ENST00000304552	45959977	45964849
16	-1	ENST00000389467	ENST00000389467	18723677	18844887
7	-1	ENST00000402306	ENST00000402306	43882040	43912728
7	-1	ENST00000223341	ENST00000223341	43882030	43932521
7	-1	ENST00000336086	ENST00000336086	43882030	43893701
7	-1	ENST00000398990	ENST00000398990	43882030	43894154
22	-1	ENST00000358502	ENST00000358502	34952202	34965635
22	-1	ENST00000249066	ENST00000249066	34952201	34965946
13	1	ENST00000376855	ENST00000376855	95010405	95011193
13	1	ENST00000299339	ENST00000299339	95002961	95029907
13	1	ENST00000376873	ENST00000376873	94883859	95029907
X	-1	ENST00000376875	ENST00000376875	48201866	48210824
X	-1	ENST00000376876	ENST00000376876	48201872	48213509
X	-1	ENST00000317669	ENST00000317669	48202067	48212693
17	1	ENST00000395886	ENST00000395886	15843774	15889061
17	1	ENST00000261647	ENST00000261647	15843507	15872821
11	-1	ENST00000396253	ENST00000396253	18256793	18300297
11	-1	ENST00000349215	ENST00000349215	18256793	18300297
11	-1	ENST00000352460	ENST00000352460	18256793	18300297
20	-1	ENST00000246190	ENST00000246190	31708555	31725925
20	-1	ENST00000375238	ENST00000375238	31708555	31725925
16	-1	ENST00000304414	ENST00000304414	18710492	18720367
14	-1	ENST00000334342	ENST00000334342	57652797	57688684
14	-1	ENST00000267485	ENST00000267485	57540527	57688684
7	-1	ENST00000317534	ENST00000317534	43872682	43875670
7	-1	ENST00000083014	ENST00000083014	43872682	43875622
3	-1	ENST00000296137	ENST00000296137	45934400	46012311
15	1	ENST00000281282	ENST00000281282	55455997	55630212
8	1	ENST00000379708	ENST00000379708	42247986	42296179
8	1	ENST00000342222	ENST00000342222	42247986	42309122
2	-1	ENST00000354531	ENST00000354531	37061657	37164989
2	-1	ENST00000233099	ENST00000233099	37061657	37164989
12	-1	ENST00000360150	ENST00000360150	29384868	29425410
12	-1	ENST00000201023	ENST00000201023	29385275	29415861
19	-1	ENST00000293648	ENST00000293648	9620363	9646734
19	-1	ENST00000326044	ENST00000326044	9624301	9646720
17	-1	ENST00000399280	ENST00000399280	15820599	15843731
17	-1	ENST00000399277	ENST00000399277	15820599	15843731
14	-1	ENST00000339762	ENST00000339762	57100606	57133368
1	-1	ENST00000398542	ENST00000398542	31965305	32002528
1	-1	ENST00000398538	ENST00000398538	31965599	31994989
1	-1	ENST00000398547	ENST00000398547	31965305	32002110
1	-1	ENST00000257070	ENST00000257070	31965306	32002235
1	-1	ENST00000373655	ENST00000373655	31965305	32002223
1	-1	ENST00000373658	ENST00000373658	31965306	32002235
1	-1	ENST00000398556	ENST00000398556	31965305	31997611
3	1	ENST00000395963	ENST00000395963	45903055	45919670
3	1	ENST00000355983	ENST00000355983	45903023	45919671
3	1	ENST00000357632	ENST00000357632	45903023	45919671
4	-1	ENST00000332644	ENST00000332644	68774967	68794004
5	-1	ENST00000255194	ENST00000255194	77333909	77626284
4	-1	ENST00000355665	ENST00000355665	68858700	68898419
4	-1	ENST00000344157	ENST00000344157	68858700	68898419
18	1	ENST00000397810	ENST00000397810	74930394	75235185
18	1	ENST00000359184	ENST00000359184	74930385	75238479
18	1	ENST00000307671	ENST00000307671	74930385	75239266
4	-1	ENST00000399639	ENST00000399639	68608907	68611610
14	-1	ENST00000216445	ENST00000216445	57006348	57030323
17	1	ENST00000304222	ENST00000304222	15788956	15819935
22	-1	ENST00000397275	ENST00000397275	34923447	34930735
22	-1	ENST00000328429	ENST00000328429	34923635	34927823
22	-1	ENST00000405511	ENST00000405511	34915123	34930825
22	-1	ENST00000404685	ENST00000404685	34915123	34930825
22	-1	ENST00000332987	ENST00000332987	34917069	34930825
22	-1	ENST00000352371	ENST00000352371	34917069	34930825
11	1	ENST00000405158	ENST00000405158	18244348	18248102
11	1	ENST00000356524	ENST00000356524	18244348	18248102
2	-1	ENST00000263918	ENST00000263918	36928976	37047119
2	-1	ENST00000379213	ENST00000379213	36928976	37047110
4	-1	ENST00000396181	ENST00000396181	68601511	68647870
4	-1	ENST00000356291	ENST00000356291	68601511	68678182
12	1	ENST00000182377	ENST00000182377	29267865	29378272
10	-1	ENST00000374956	ENST00000374956	33229334	33287153
10	-1	ENST00000302252	ENST00000302252	33236003	33287153
10	-1	ENST00000359614	ENST00000359614	33229334	33287153
10	-1	ENST00000401956	ENST00000401956	33230501	33264492
10	-1	ENST00000302278	ENST00000302278	33229326	33287204
10	-1	ENST00000396033	ENST00000396033	33230504	33286828
14	1	ENST00000298406	ENST00000298406	56927024	56947636
14	1	ENST00000395257	ENST00000395257	56927429	56947636
11	1	ENST00000391478	ENST00000391478	18240032	18241624
7	1	ENST00000265523	ENST00000265523	43764797	43813457
7	1	ENST00000402924	ENST00000402924	43764811	43813464
19	-1	ENST00000354661	ENST00000354661	9580140	9592899
19	-1	ENST00000302851	ENST00000302851	9580140	9592899
5	-1	ENST00000306388	ENST00000306388	77022829	77107886
5	-1	ENST00000380377	ENST00000380377	77022751	77107941
X	-1	ENST00000376884	ENST00000376884	48146468	48156288
X	-1	ENST00000396928	ENST00000396928	48146468	48156288
6	-1	ENST00000313326	ENST00000313326	132971079	132972108
13	-1	ENST00000376887	ENST00000376887	94470084	94751688
9	-1	ENST00000377653	ENST00000377653	39162783	39278456
9	-1	ENST00000377651	ENST00000377651	39164466	39278205
9	-1	ENST00000297668	ENST00000297668	39062764	39278300
9	-1	ENST00000358144	ENST00000358144	39074974	39229171
9	-1	ENST00000377656	ENST00000377656	39063734	39278205
9	-1	ENST00000377659	ENST00000377659	39107924	39278300
9	-1	ENST00000323947	ENST00000323947	39063734	39278205
18	1	ENST00000299466	ENST00000299466	74841263	74858385
18	1	ENST00000339709	ENST00000339709	74841263	74858385
19	-1	ENST00000366131	ENST00000366131	63778135	63778355
17	1	ENST00000313674	ENST00000313674	15576316	15588820
11	-1	ENST00000256733	ENST00000256733	18223367	18226758
3	-1	ENST00000296135	ENST00000296135	45840461	45858625
13	-1	ENST00000376945	ENST00000376945	94160749	94162511
16	-1	ENST00000396261	ENST00000396261	18701791	18709157
16	-1	ENST00000322989	ENST00000322989	18701779	18709157
19	-1	ENST00000320451	ENST00000320451	9537292	9556209
5	-1	ENST00000306422	ENST00000306422	76960294	76970278
17	-1	ENST00000356442	ENST00000356442	72291953	72292206
11	-1	ENST00000278222	ENST00000278222	18209479	18214910
9	1	ENST00000377680	ENST00000377680	38611085	38614986
1	-1	ENST00000373668	ENST00000373668	31917418	31942507
1	-1	ENST00000373667	ENST00000373667	31920951	31942355
1	-1	ENST00000373672	ENST00000373672	31890435	31942507
1	-1	ENST00000271069	ENST00000271069	31890435	31942355
4	-1	ENST00000396188	ENST00000396188	68459737	68511739
4	-1	ENST00000334830	ENST00000334830	68457704	68511739
14	1	ENST00000261558	ENST00000261558	56805380	56826544
X	1	ENST00000376886	ENST00000376886	48127912	48137729
X	1	ENST00000375517	ENST00000375517	48127912	48137729
19	-1	ENST00000253115	ENST00000253115	9499683	9510303
18	1	ENST00000299727	ENST00000299727	73090721	73111081
1	1	ENST00000395024	ENST00000395024	75820324	75820835
7	-1	ENST00000310564	ENST00000310564	43645381	43735613
7	-1	ENST00000395879	ENST00000395879	43645381	43656420
7	-1	ENST00000395880	ENST00000395880	43645382	43735620
7	-1	ENST00000223336	ENST00000223336	43645384	43735608
5	-1	ENST00000296679	ENST00000296679	76763826	76824088
11	1	ENST00000340135	ENST00000340135	18187408	18191685
2	1	ENST00000402257	ENST00000402257	36777411	36840322
2	1	ENST00000401530	ENST00000401530	36777524	36895080
